imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela
1682181,,Bully (2011),,,"$54,704",,,,,,,,,,,,,,"$4,142,648",,,,,,,,,,,,"$6,559",,,,,,,,,,,,,,,,"$25,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435513,,Hysteria (2011),"$114,071",,"$1,537,574","$33,045",,"$122,638",,"$97,267",,"$13,336",,,"$5,943",,"$125,807","$183,800",,,,,,"$116,979","$241,902","$561,800",,"$36,590",,,,,,,"$1,388,235",,,,,,,,"$205,753","$94,607","$561,840",,"$441,770",,"$66,919",,"$295,420","$93,106",,,,"$231,028",,"$30,285","$5,472","$16,701","$35,297",,"$692,261","$149,735",,,,"$9,765",,"$44,499",,,"$60,823","$7,989","$157,860"
1195478,,The Five-Year Engagement (2012),,,"$6,353,823","$1,126,806",,"$102,102",,,,,,,"$44,480",,,,,,,"$58,086",,,"$109,842","$4,777,603",,,,,"$38,952",,,"$326,058","$278,869",,,,,"$53,434",,,"$968,967","$43,908","$655,404",,,,"$181,141",,"$157,569","$110,927",,,,"$772,370",,,,"$65,088","$246,165",,"$424,622",,,,,,,,,"$350,666","$7,743,125","$16,595","$327,233"
2051941,,Men in Hope (2011),,,,,,,,,,,,,,,"$5,500,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$625,818",,,,,,,,,,,,,,,,
1059969,,Spud (2010),,,,,,,,,,,,,,,,,,"$1,440",,,,,,,,,,,,,,,,,,,,,,,,,"$44,455",,,,,,,,,,,,,,,,"$2,316,147",,,,,,,,,,,,,,
0913413,,The Marc Pease Experience (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$368,331",,,,,,,,,,,,,,,,,"$6,823",,,,,,,,,,,"$11,397",,,,,,,,,,,,
1621045,,Think Like a Man (2012),,,,,"$11,673","$29,876",,,,,,,,,,"$11,381",,"$60,485",,"$40,907",,,,"$165,257","$16,380",,,,,,,,,,,,,"$179,232",,,,,,"$253,445",,,,,,,,,,,,,,,"$1,273,221",,,,,,,,,,,"$425,650","$1,027,944",,
1327194,,The Lucky One (2012),"$517,799",,"$6,517,924","$498,505",,"$501,988","$26,491","$1,003,664",,"$233,649",,"$314,803","$29,373",,"$42,466","$140,450",,"$8,395","$179,197","$98,734",,,,"$4,987,616",,"$368,440",,"$63,514","$28,336","$17,133",,,"$1,948,392",,"$238,767",,,"$132,570",,,"$2,248,465","$1,174,455","$622,517",,,,"$207,011","$534,291",,"$364,333",,,,"$963,588",,"$520,465","$42,493","$64,045","$506,768",,"$1,961,472","$445,290",,,,,,,"$100,494","$383,706","$4,548,437","$77,264","$891,957"
1094241,,Bride Flight (2008),,,,,,"$6,172",,,,,,,,,,,"$501,360",,,,,,,,,,,,,,,,,,,,,,,,,"$3,466,891","$192,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656190,,Safe (2012),,,"$1,149,674","$323,171",,"$394,348",,,"$195,273","$55,194",,,"$22,156",,,,,,,,,,"$1,749,510","$1,885,087","$35,034","$149,117",,"$80,764","$42,740","$69,023",,,,,,,,"$99,876",,"$724,987","$863,765","$614,305","$268,778","$29,268","$288,637",,"$402,790","$207,312",,"$158,132",,,,"$6,334,618","$10,529","$79,579",,"$19,113","$445,919",,"$1,836,530",,,,,"$390,758",,"$793,835","$474,035","$1,290,243","$2,927,441","$11,049",
1922645,,The Fairy (2011),,,,,,"$66,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,592",,,,,,,,,,,,,,"$15,059",,,"$7,539",,
1640484,,Jumping the Broom (2011),,"$11,809",,,,,,,,,,,,"$23,777",,,,"$27,004",,,,,,,"$17,568",,,,,,,,,"$94,180",,,,,,,,,,"$148,887",,,,,,,,,,,,,,,"$381,653",,,,,,,,"$158,329",,,,,,
0803061,,Red Dog (2011),,,"$20,678,657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$429,052",,,,,,,,,,,,,"$6,852",,,,,,,,,,,,,,,"$71,163",,
1077368,,Dark Shadows (2012),"$2,950,986",,"$10,667,700","$1,342,872",,"$1,882,815","$95,196","$4,884,632","$124,521","$1,413,186",,"$1,538,400","$128,366",,"$391,545","$842,400",,"$24,450","$488,250","$188,936",,"$911,424","$14,978,871","$8,689,212",,"$1,276,685","$2,104,083","$338,674","$61,981","$248,759","$1,339,417","$217,030","$8,830,490",,"$27,084,868",,,"$89,914",,"$1,943,194","$8,986,534","$1,532,878","$1,268,650",,"$485,342",,"$864,782","$1,629,342","$1,141,422","$892,921",,,,"$11,358,900","$99,374","$1,681,396","$145,418","$56,176","$335,082","$3,602,164","$7,429,920","$1,686,187",,,,"$1,105,759",,"$947,739","$623,280","$857,770","$10,920,177","$144,952","$1,787,749"
1657299,,The Decoy Bride (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,151",,"$29,526","$6,554",,
1559040,,Angels Crest (2011),,,,,,,,,,,,,,,,,$832,,,,,,,,,,,,,,,,,,,,,"$1,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723120,,Viva Riva! (2010),,,,,,"$59,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,709",,,,,,,,,,,,,,,,"$14,788",,,,,,,,,,,,"$21,129",,
1787127,,The Forgiveness of Blood (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,297",,
1417582,,Among Wolves (2010),,,,"$2,694",,,,,,,,,,,,,,,,,,,,"$2,594,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,224,250",,,,,,,,,,,,
1921043,,The Clown (2011),,,,,,,,"$6,725,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,958",,,,,,,,,,,,
1686018,,Creature (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,521",,,,,,,,,,,,,,,,,,,,,,,,,,
1434447,,Rocket Singh: Salesman of the Year (2009),,,"$47,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,888",,,"$15,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317337,,Vicky Donor (2012),,,"$29,044",,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,717,273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$161,040",,
1648216,,Three Steps Above Heaven (2010),,,,,,,,,,"$12,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$358,350",,,,,,"$93,557",,,,,,,"$65,879",,,,,,,,,,,,,,,,,,,"$40,965"
1645170,,The Dictator (2012),"$1,215,856",,"$13,677,431","$2,134,516",,"$2,123,819","$19,821","$3,203,377","$537,962","$196,581",,"$740,325","$421,164",,"$535,348","$1,648,857",,"$9,911","$170,055","$83,295",,"$2,194,905","$6,755,864","$11,797,031","$224,172","$691,345","$1,373,653","$595,352","$121,859",,,"$2,389,934","$3,337,936",,,,,"$411,142",,,"$3,828,217","$2,836,361","$1,000,921","$16,728","$3,303,558",,"$719,040","$574,916","$1,613,798","$1,494,987",,,,"$5,940,266","$169,701","$1,515,796","$226,927","$396,628","$756,771",,"$6,709,387","$2,736,918",,,,"$621,819",,"$470,249","$830,681",,"$17,885,311","$68,874","$406,713"
1990352,,The Island President (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,598",,
0808339,,The Heir Apparent: Largo Winch (2008),,,,,,"$614,300",,,"$34,403",,,,,,,,"$10,352",,,,,,"$13,872,826",,,,"$54,281","$62,922",,,,,,,,,"$8,811","$17,706",,,,,,,,,,,"$91,927","$43,441",,,,"$1,042,934",,,,,,"$315,159",,,"$396,296",,"$91,879","$5,719",,"$74,773",,"$331,019",,,
1409024,,Men in Black 3 (2012),"$4,261,681",,"$17,740,460","$275,139","$120,790","$2,576,155","$502,100","$16,225,163","$436,177","$2,357,571","$77,246,700","$4,305,183","$214,788",,"$1,524,571","$1,193,146",,"$154,986","$1,225,971","$277,145",,"$1,000,009","$18,651,235","$26,286,460","$34,388","$790,654","$6,118,778","$1,174,616","$170,085","$4,955,291","$2,898,675","$1,677,501","$7,671,850",,"$38,912,742",,,"$243,140",,"$5,110,670","$16,054,707","$2,956,169","$2,282,702","$211,598","$2,497,878",,"$2,382,122","$3,161,098","$1,953,975","$471,562",,,,"$36,541,051","$96,943","$4,231,573","$437,521","$211,435","$2,022,497","$23,488,262","$9,423,594","$2,450,998",,,,"$2,617,212",,"$1,029,725","$3,811,177","$2,994,318","$34,182,267","$429,922","$5,465,350"
1735898,,Snow White and the Huntsman (2012),"$3,857,008",,"$20,952,675","$1,892,887",,"$3,862,666","$234,928","$12,265,099","$298,711","$1,147,878",,"$2,627,399","$203,727",,"$603,549","$1,741,526",,"$51,079","$615,184","$380,388",,"$1,235,055","$15,156,802","$15,084,870",,"$1,024,274","$1,304,505","$670,110","$107,558","$454,702","$3,190,947","$821,677","$11,357,199",,"$21,172,247",,,"$345,335",,"$3,626,479","$16,079,203","$3,871,179","$2,507,328","$94,651","$2,055,389",,"$1,652,031","$2,892,696","$2,007,506","$1,418,749",,,,"$12,822,294","$77,485","$2,708,423","$166,359","$140,853","$1,716,004","$3,756,435","$12,177,629","$4,268,735",,,,"$2,598,889",,"$2,128,099","$1,237,882","$2,401,375","$25,247,867","$128,121","$4,398,410"
1748207,,Sound of My Voice (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,510",,,,,,,,,,,,"$11,563",,
1298554,,Eva (2011),,,,,,,,,,,,,,,,,"$16,738",,,,,,"$63,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,218",,,,,,,"$1,191,835",,,,,,,"$10,828",,,,,
1991245,,Chernobyl Diaries (2012),"$1,229,057",,,"$616,859",,"$313,153","$110,701","$1,294,607","$29,172","$318,876",,"$421,040",,,,"$12,762",,,"$24,436","$33,355",,,"$850,245","$2,495,145",,,"$128,472","$184,256","$20,086",,,,"$1,025,978",,,,,"$14,444",,"$133,229","$4,334,873","$566,685",,,,,"$295,173","$47,616","$742,269","$36,545",,,,,,"$137,103","$6,733",,"$15,021",,"$855,270","$355,619",,,,"$320,208",,"$231,603",,"$271,406","$2,551,018","$49,904","$197,461"
1663321,,Chicken with Plums (2011),,,,"$51,231",,"$58,456",,,,,,,,,,,,,,,,,"$1,576,326","$214,244",,"$179,431","$94,084",,,,,,"$541,904",,,,,,,,,,,,"$40,146",,,,,"$13,786",,,,,,,,,,,"$222,788",,,,,,,"$19,671",,,,,
1430626,,The Pirates! Band of Misfits (2012),"$898,756",,"$6,254,136","$961,677","$11,862","$1,301,549","$129,032","$2,883,956","$209,145","$611,097","$5,777,837","$256,419","$24,559",,"$239,101","$957,261","$31,051,126",,"$216,140","$47,777",,"$169,506","$7,528,866","$7,631,198",,"$573,074","$130,929","$170,629",,,,"$335,287","$3,208,545",,,,,"$88,817",,,"$2,085,470","$1,387,502","$633,579",,"$1,750,037",,"$319,980","$48,225","$1,161,125","$513,590",,,,"$3,621,977",,,"$69,515",,"$619,813",,"$2,262,991","$1,384,513",,,,,,"$524,322","$358,232","$550,815","$26,557,759","$103,006","$1,084,241"
2027265,,A Better Life (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,918","$18,875",,,,,,,,,,,,,"$16,719",,,,,,,,,,,,,,,,,,,
1235842,,The Fish Child (2009),"$152,209",,,"$3,562",,,,,,,,,,,,,,,,,,,"$35,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,063",,,,,,,,,,,,
1446714,,Prometheus (2012),"$2,135,619",,"$18,720,677","$1,492,197","$39,938","$1,907,065","$133,253","$7,237,459","$376,799","$1,354,121",,"$1,703,278","$372,651",,"$1,246,860","$1,667,902",,"$62,820","$374,016","$132,124",,"$1,274,222","$15,842,943","$14,049,633","$895,213","$895,213","$3,482,784","$1,428,140","$186,328","$1,983,625",,"$507,282","$6,499,130",,"$21,816,409",,,"$75,021",,"$1,626,408","$8,396,519","$2,217,912","$2,124,792","$64,301","$2,763,615",,"$1,184,895","$1,067,040","$3,807,822","$999,297",,,,"$21,267,837","$157,708","$2,052,274","$386,957","$153,112","$727,297","$7,024,145","$13,144,422","$5,714,048",,,,"$1,244,228",,"$1,941,488","$1,685,878","$1,052,296","$39,899,425","$89,730","$1,686,964"
2040560,,The Pact (2012),"$70,806",,,,,,,,,,,"$142,417",,,,,,,"$80,060",,,,,,,,,,,,,,,,,,,,,,"$325,934",,,,,,"$412,130",,,,,,,,,,,,,,,,,,,,,,,,,,"$390,822"
1462054,,Letters to God (2010),,,,,,,,,,,,,,,,,"$2,848,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,534",,,"$17,419","$360,653",,,,,"$22,362",,,,,,,,
1704573,,Bernie (2011),,,"$515,354",,,,,,,,,,,,,,"$9,206,470",,,,,,,,,,"$40,121",,,,,,,,,,,,,,,,"$109,468",,,,,,,"$9,003",,,,,,"$61,971",,,,,"$82,420",,,,,,,"$1,524",,,"$146,730",,
1985981,,Desi Boyz (2011),,,"$249,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,728",,,"$79,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$928,010",,
1196340,,Inhale (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,731",,,,,,,,,"$23,642",,,,,,,,,,,,$989,,,,,,,,,,,,,,,,,,"$10,635",,,,,
1592281,,Take This Waltz (2011),,,"$632,761","$144,937",,"$57,239",,"$125,590",,,,,,,,"$50,195",,,,,,"$73,846",,"$422,744",,"$24,078",,,,,,,,,,,,"$13,073",,,"$71,341","$119,826","$93,803",,"$128,106",,,,,"$28,228",,,,,,,,,,"$525,594",,"$91,141",,,,,,"$146,182",,,"$977,574",,
1298540,,Berlin '36 (2009),,,,"$5,566",,,,,,,,,,,,,,,,,,,,"$323,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,587",,,,,,,,,"$1,618",,,,,,,,
1278449,,Sound of Noise (2010),,,,,,"$20,072",,,,,,,,,"$1,610",,,,,,,,"$126,979",,,,,,,,,,,,,,,,,,,,,,,,,,"$17,924",,,,,"$70,701",,,,,,"$45,782",,"$91,638",,,"$49,059",,,"$8,036",,,,,
1655460,,Wanderlust (2012),,,,,,,,,,,,"$55,763","$17,068",,,,,,,,,,"$42,737","$435,169",,,,,,,,"$500,476","$325,436",,,,,,,,"$938,197","$229,248",,,,,"$314,173",,"$157,992","$450,490",,,,,,,"$105,446","$105,446",,,"$785,069",,,,,,,,"$155,109",,"$1,744,462",,
1748122,,Moonrise Kingdom (2012),"$137,286",,"$1,835,974","$199,617",,"$209,949",,"$280,734",,"$62,415",,"$33,061","$9,410",,"$102,416","$330,598","$45,512,466",,"$24,491",,,"$129,353","$3,288,025","$1,912,035","$316,635","$329,041","$134,280","$36,088","$14,285",,,,"$1,580,367",,,,,"$19,667",,,"$253,554","$572,623","$471,872",,"$477,931",,"$19,191",,"$128,919","$168,550",,,,"$1,058,836",,"$73,539","$5,045","$32,038","$82,958","$259,454","$1,261,374","$982,485",,,,"$24,566",,"$86,798",,"$64,387","$3,156,399","$4,833","$178,554"
1316616,,There Be Dragons (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,053",,"$69,181",,,,,,,,,,,"$3,094,376",,,,,,,"$94,698",,,,,
1389127,,Texas Killing Fields (2011),,,,,,,,,,,,,"$22,200",,,,,,,,,,"$354,843",,,,"$35,803",,,,,,"$131,922",,,,,,,,,,,,,,"$14,242",,,"$12,918",,,,"$341,925",,,,,,,,,,,,"$12,837",,"$45,293",,"$60,009","$193,858",,
1821480,,Kahaani (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,668",,,,,,,,,,,,,"$9,579",,,"$19,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650453,,I Wish (2011),,,,,,"$26,814",,"$80,519",,,,,,,,,,,,,,,,,,,"$56,618",,,,,,,,"$1,397,577",,,,,,,,"$82,491",,,,,,,"$13,315",,,,,,,,,,"$302,675","$120,181",,,,,"$9,132",,,,,"$136,418",,
1567609,,Get the Gringo (2012),"$165,607",,"$561,368",,,,"$19,897","$1,025,462",,"$30,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,245","$1,640,384",,,,,,"$162,060","$93,997",,,,,,"$839,686",,"$225,880",,,,,,,,,,"$135,496",,,,,,"$19,027","$244,121"
1486193,,5 Days of War (2011),,,,,,,,,,,,,,,,,,,,,,"$9,851",,,,,,,,,,,,,,,,"$24,266",,,,,,,,,,,"$46,048",,,,,,,"$9,146",,,,,,,,,,"$38,880",,,,"$171,274",,,
1646111,,"Life, Above All (2010)",,,,,,,,,,,,,,,,,,,,,,"$16,548",,"$68,479",,,,,,,,,,,,,,,,,,,,,,,,,,"$2,850",,,,,,,,,,,,,,,,,,,,,"$8,191",,
1270702,,Un lac (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,352",,,,,,,,,,,,,,,,,,,
1699491,,The Importance of Tying Your Own Shoes (2011),,,,"$28,638",,,,,,,,,,,,,,,,,,,,"$65,431",,,,,"$2,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,915,924",,,,,,,,,,,
1640711,,A Few Best Men (2011),"$347,302",,"$5,401,857",,,,,,,,,"$78,111",,,,,,,"$71,336",,,,,,,,,,,,,,,,,,,,,,"$112,268",,"$269,030",,,,"$361,723",,,,,,,"$1,118,120",,,,,,,,,,,,,,,,,,"$133,773","$296,224"
1572502,,Late Bloomers (2011),,,,,,,,"$247,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$139,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480656,,Cosmopolis (2012),"$101,345",,"$212,734","$119,413",,"$154,589",$597,"$262,003",,"$9,951",,,"$6,787",,"$17,422",,,,,,,"$58,206","$2,270,504","$411,170",,"$28,747","$22,030",,,,,,"$1,001,528",,,,,,,,"$81,409","$73,769",,,,,"$31,222",,"$189,006","$184,448",,,,,,,,"$10,652",,,"$276,063","$31,760",,,,"$52,554",,"$130,640",,,"$524,363","$2,627",
0763831,,A Thousand Words (2012),,,,,,,"$8,904",,,,,,,,,,,,,"$64,869",,,"$16,365","$467,391",,,,,,,,,,,,,,"$127,658",,,,,,"$3,556",,,"$267,354",,,,,,,,,,,,"$258,891",,,,,,,,,,,"$1,138,727",,,
1222815,,Chimpanzee (2012),"$58,493",,,,,"$166,059",,,,"$9,879",,"$61,628",,,,,,,"$130,277",,,,"$3,489,943","$546,297",,,"$6,755",,,,,,,,,,,,,,"$149,379","$867,434",,,,,,,,,,,,,,,,,"$14,392",,,,,,,,,,,,"$197,793",,
1862079,,Safety Not Guaranteed (2012),,,"$92,450",,,"$9,130",,,,,,,,,,,,,,,,,,,,,,,"$1,414",,,,,,,,,,,,,,"$142,083",,,,,,,,,,,"$23,301",,,,,,,$710,,,,,,,"$1,671",,,"$142,983",,
1277953,,Madagascar 3: Europe's Most Wanted (2012),"$17,094,127",,"$25,567,458","$5,196,360",,"$5,186,022","$671,640","$28,562,135","$444,276","$4,286,857","$31,513,925","$4,399,550","$795,568",,"$2,828,770","$2,898,510",,"$119,784","$2,538,994","$451,603",,"$3,735,595","$27,418,889","$39,572,679",,"$2,306,779","$4,149,734","$1,816,740","$248,102","$2,936,568","$4,155,160","$4,513,499","$28,615,036",,"$25,644,401",,,"$503,460",,"$4,187,539","$25,949,927","$7,506,053","$2,851,251","$42,738","$5,934,381",,"$4,890,310","$1,355,857","$10,870,584","$5,220,450",,,,"$49,354,065","$254,837","$4,860,625","$907,655","$681,625","$3,535,749","$10,888,841","$13,397,864","$5,266,158",,,,"$1,455,223",,"$2,811,350","$4,861,381","$4,022,126","$34,211,320","$1,241,360","$12,554,510"
1629705,,Blackthorn (2011),,,,,,,"$27,204",,,,,,,,,,,,,,,,"$178,240",,,,,,,,,,,,,,,,,,,,"$5,254",,,,,,,,,,,,,,,,,,"$552,200",,,,,,,,,,"$24,427",,
1742336,,Your Sister's Sister (2011),,,"$231,307",,,,,,,,,,,,,,,,,,,,"$94,011",,,"$19,494",,,,,,,,,,,,,,,,"$14,134","$203,156",,,,,,"$127,456","$6,167",,,,,,,,,,,"$417,288","$15,541",,,,,,,,,"$478,058",,
1629377,,Kidnapped (2010),,,,,,,,,,,,"$43,046",,,,,,,,,,,,,,,"$104,066",,,,,,,,,,,,,,"$103,933",,,,,,"$88,665",,,,,,,,,,,,,,,,,,,,,,,,,,"$56,835"
1217209,,Brave (2012),"$10,564,133",,"$17,233,959","$1,862,405",,"$3,815,317","$305,644","$16,740,155","$703,037","$4,406,392",,"$4,553,853","$234,647",,"$1,167,069","$2,827,688",,"$71,721","$2,067,752","$134,446",,"$1,062,065","$26,824,834","$14,040,370",,"$758,311","$1,148,664","$835,099","$206,094","$406,959","$1,442,322","$1,735,801","$9,388,138",,"$11,135,951",,,"$324,747",,"$1,443,912","$21,620,740","$2,917,692","$2,526,904","$122,298","$3,326,134",,"$3,085,187","$1,574,606","$3,383,032","$3,243,371",,,,"$16,111,051","$199,724","$2,293,407","$460,615","$189,186","$1,701,043","$8,263,139","$18,877,186","$5,694,813",,,,"$831,629",,"$2,117,245","$1,159,275","$2,114,083","$34,789,692","$415,804","$10,180,176"
1440732,,Bel Ami (2012),"$28,802",,"$752,757","$58,031",,"$117,837",,"$108,443","$55,784",,,,"$15,828",,,,,,,,,,"$697,603","$199,206",,"$62,032","$29,490","$14,329",,,,,"$1,542,099",,,,,"$21,625",,,"$138,054",,"$93,852",,,,"$39,209",,"$268,067","$106,087",,,,"$3,162,399",,"$10,791","$21,033",,"$20,009",,"$217,841",,,,,"$15,029",,"$160,275","$83,561","$35,992","$1,149,224","$6,499","$22,682"
1586265,,What to Expect When You're Expecting (2012),,,"$8,022,918","$776,702",,"$1,064,269","$23,485","$2,402,314","$143,908",,,"$139,636","$25,556",,"$141,287","$152,300",,"$18,426","$109,772",,,"$290,898","$2,651,923","$2,681,716",,"$295,652","$366,536","$533,295","$102,917",,,,"$1,635,767",,,,,"$153,741",,"$358,720","$957,536","$1,806,845","$909,617",,"$493,862",,"$239,884","$83,086","$1,106,080","$527,891",,,,"$1,358,901","$38,921","$357,179","$110,469","$83,043","$943,691",,"$3,000,530","$394,585",,,,"$109,206",,"$632,968","$133,862","$537,819","$6,611,677","$33,284","$399,401"
