imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela
1859650,,To Rome with Love (2012),"$2,616,392",,"$1,570,234","$900,616",,"$759,543","$41,988","$4,035,284","$110,330","$384,298",,"$634,392","$69,877",,"$282,892","$588,652","$16,685,867",,,,,"$428,970","$3,884,851","$4,644,403",,"$1,402,396","$384,996","$207,887","$46,609",,,,"$9,565,012",,,,,,,,"$1,883,645","$1,030,426","$152,549",,"$525,737",,"$297,697",,"$2,993,908","$1,202,709",,,,"$2,883,150","$39,610","$191,716","$67,854","$60,587","$173,674","$1,122,952","$4,213,289","$737,644",,,,"$36,426",,"$822,182","$113,667",,"$912,393","$259,093","$347,991"
1611224,,Abraham Lincoln: Vampire Hunter (2012),"$657,658",,"$2,535,303","$448,021","$22,798","$874,100","$172,616","$5,848,590",,"$444,238",,"$1,216,618",,,"$162,343","$352,450",,"$24,002","$341,045",,,"$206,483","$3,901,082","$2,820,495",,,"$1,426,273","$178,453",,"$587,280",,,"$2,153,146",,"$5,568,330",,,"$60,795",,"$2,241,920","$5,330,122","$589,365","$417,930","$77,026","$787,485",,"$714,995","$1,211,903","$328,846","$188,292",,,,"$11,878,814",,"$1,084,623","$52,465",,"$288,796","$2,360,270","$3,230,773","$861,803",,,,"$963,578",,"$1,411,879","$870,887","$671,301","$3,870,551","$29,483","$1,700,065"
2008513,,First Position (2011),,,"$276,628","$15,490",,,,,,,,,,,,,,,,,,,,"$220,796",,,,,,,,,,,,,,,,,,,"$203,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514041,,4.3.2.1. (2010),,,"$8,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$288,450",,,,,,,,,,,,,,,,,,,
0770796,,Planet B-Boy (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,718",,,,,"$6,859",,,,,,,,
1566501,,Outlaws (2012),"$3,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,770,488",,,,,,"$44,610",,"$527,740",,,,,,,,,,,,"$150,279",,,,,,,,,"$4,191",,,
1274293,,Jeon Woochi (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,977",,,"$1,967",,,,,,,,,,,,,,,,,"$38,615,945",$355,,,,,"$1,037",,,,,,,
1074213,,"Sorry, If I Love You (2008)",,,,,,,,"$4,784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$739,916",,,,,,,,,,,"$16,486",,,,,,,,
1336608,,Rock of Ages (2012),"$136,010",,"$3,603,602","$140,573",,"$85,976","$25,377","$422,285","$44,463","$67,518",,"$76,307","$28,966",,,,,,"$93,265","$32,565",,"$327,548","$350,918","$591,447",,"$45,400","$83,294","$60,221","$28,994","$129,059",,,"$582,662",,"$366,103",,,"$25,623",,,"$1,564,398","$145,466","$562,340",,"$78,345",,"$150,882","$398,119",,"$100,474",,,,"$787,653",,"$190,311",,"$17,672","$237,918","$440,068","$519,954","$542,873",,,,,,,"$54,960","$368,712","$4,453,274","$6,059","$101,975"
1307068,,Seeking a Friend for the End of the World (2012),"$94,733",,,,,"$10,415",,"$315,351",,"$44,489",,,"$10,946",,,,,"$1,703",,,,,"$396,121","$299,771",,,"$124,616","$36,383","$24,745",,,,"$287,836",,,,,,,,"$297,063","$135,435",,,,,"$74,833",,"$176,764","$95,917",,,,"$467,170",,"$89,926",,,"$23,460",,,,,,,"$4,218",,"$154,605",,,"$1,324,317","$3,858","$108,368"
1637725,,Ted (2012),"$4,562,985",,"$35,533,809","$6,210,283",,"$4,448,391","$324,695","$8,804,052","$318,693","$2,000,547",,"$1,736,246","$376,051",,"$823,565","$3,013,504",,"$9,141","$651,533","$186,128",,"$1,501,571","$11,451,649","$31,430,735",,"$154,803","$3,803,297","$1,055,165","$221,309","$122,933","$2,117,429","$3,385,639","$14,054,547",,"$43,994,113",,,"$234,048",,"$819,460","$13,362,574","$8,398,616","$3,537,856","$12,325","$2,676,792",,"$1,851,283","$141,102","$2,354,491","$2,227,586",,,,"$16,953,712","$107,041","$2,061,227","$260,174","$375,044","$834,529","$1,759,436","$14,323,703","$3,851,991",,,,"$1,367,865",,"$635,737","$1,831,576","$844,954","$48,865,529","$346,135","$657,192"
1915581,,Magic Mike (2012),"$43,233",,"$8,780,836","$698,277",,"$1,191,710",,"$597,376","$143,253","$64,348",,,"$39,915",,"$394,738","$800,275","$113,781,613",,,,,"$672,310","$1,992,157","$3,541,602",,"$50,142","$139,342","$66,936","$90,865",,,,"$5,032,035",,,,,,,,"$475,203","$4,112,808","$1,337,377",,"$1,415,574",,"$116,177","$428,909","$1,216,063","$458,874",,,,,"$5,832","$404,521","$192,296","$67,786","$668,803",,"$542,921","$602,416",,,,"$157,333",,"$111,994",,,"$13,173,821",,
1413496,,Revenge of the Electric Car (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$386,,
0337692,,On the Road (2012),"$24,045",,"$256,928","$58,082",,"$248,240",,"$1,592,254",,,,"$25,327","$1,186",,,"$75,151",,,,,,"$185,151","$2,707,624","$445,618",,"$37,488","$25,225",,"$6,093",,,,"$1,134,086",,,,,"$9,059",,,,"$423,167","$87,035",,,,,,"$40,037","$47,497",,,,"$190,842","$6,366",,,,,,"$201,107","$51,774",,,,"$9,810",,"$27,403",,"$21,459","$934,684",$343,
1680133,,Extraterrestrial (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,591",,"$7,247",,,,,"$216,814",,,,,"$32,860",,,,,,,
0948470,,The Amazing Spider-Man (2012),"$8,270,500",,"$17,924,071","$1,964,380","$199,922","$2,748,189","$781,045","$30,368,653","$270,152","$3,151,044","$48,818,164","$4,464,310","$314,399",,"$761,729","$2,758,917",,"$239,113","$2,098,503","$572,780",,"$951,281","$22,699,445","$18,567,538","$1,322,810","$1,991,928","$8,582,133","$707,061","$259,140","$14,547,791","$9,537,461","$2,351,118","$15,502,063",,"$39,276,607",,,"$835,612",,"$7,116,805","$28,742,331","$3,052,286","$2,574,009","$313,653","$3,332,733",,"$4,047,732","$8,222,817","$1,475,760","$1,432,719",,,,"$21,912,133","$136,371","$6,975,115","$274,934","$157,560","$2,173,231","$36,022,835","$11,566,983","$5,748,821",,,,"$4,596,612",,"$3,055,584","$1,773,289","$4,747,686","$40,286,388","$505,778","$7,386,300"
1667889,,Ice Age: Continental Drift (2012),"$28,673,312",,"$28,621,749","$10,038,187","$149,924","$7,478,915","$1,693,488","$44,502,217","$1,872,183","$13,783,204","$67,891,012","$14,009,373","$1,083,573",,"$4,559,334","$4,803,226",,"$83,484","$3,853,878","$362,817",,"$3,801,824","$55,547,374","$67,098,539","$1,748,641","$2,749,438","$4,929,128","$3,270,433","$231,236","$4,245,635",,"$3,464,798","$21,624,776",,,,,"$644,503",,"$2,641,087","$46,845,581","$9,673,883","$3,725,250","$91,531","$11,660,952",,"$9,834,504","$2,228,093","$9,607,277","$3,894,573",,,,"$50,078,212","$669,116","$2,307,275","$1,756,109","$1,090,147","$3,310,347","$10,583,728","$19,602,661","$8,615,006",,,,"$1,034,154",,"$10,292,451","$4,513,729","$3,282,278","$48,500,281","$1,692,791","$14,680,514"
2125435,,Beasts of the Southern Wild (2012),"$64,895",,"$353,177","$91,646",,"$193,410",,"$573,253",,,,,"$8,868",,"$33,941","$1,021,896","$12,795,746",,,,,"$111,802","$427,683","$681,551",,"$124,525","$60,326",,,,,,"$757,845",,,,,"$9,870",,,"$533,055","$356,400","$188,507",,"$566,262",,"$9,798",,"$38,857","$76,511",,,,"$21,351","$2,906",,,,,,"$411,598","$338,777",,,,,,"$50,795",,"$12,411","$1,171,452","$18,558",
1716777,,People Like Us (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,697",,,,,,,,,,,,"$2,108",,,"$17,039",,,,,,,,,,,"$36,602",,"$16,939",,,,,,,,,,"$31,768",,
1615065,,Savages (2012),"$224,656",,"$2,841,292","$639,617",,"$531,333","$9,038","$196,429","$178,482","$71,492",,"$131,430","$98,395",,"$73,745","$73,809",,"$7,015","$46,967","$74,962",,"$186,002","$3,822,014","$3,048,583",,,"$232,183","$90,148","$27,102",,,"$467,593","$3,155,174",,,,,"$98,270",,,"$3,026,127","$944,546","$188,691","$28,743","$475,466",,"$132,889","$21,666","$337,377","$492,312",,,,"$4,112,302","$37,556","$169,253","$48,602","$82,904","$173,277","$88,128","$2,546,819","$572,546",,,,"$199,479",,"$288,016","$410,862","$256,071","$1,334,028","$17,857","$412,258"
2215285,,Madea's Witness Protection (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,049",,,,,,,,,,,,,,,,,,,,,"$1,078,769",,,,,,,,,,,"$129,891",,,
1431122,,No Problem (2010),,,"$114,256",,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,976,955",,,,,,,,,,"$38,511",,,"$34,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$181,234",,
1298649,,The Watch (2012),,,"$5,992,539","$317,614","$12,286","$459,931","$50,610","$714,654",,,,"$272,606","$64,214",,"$69,702","$249,173",,"$12,966","$146,470",,,,"$1,815,893","$1,259,406",,"$126,168",,"$240,031","$76,996",,,"$392,369","$478,250",,,,,"$103,693",,"$738,602","$1,917,961","$1,037,517","$311,570",,,,"$487,516","$282,141","$66,423","$636,319",,,,"$3,258,248","$54,193","$357,631","$34,964","$67,033","$419,896",,"$560,822","$514,153",,,,"$34,801",,,"$277,610","$496,715","$6,005,477","$54,685",
1602472,,Two Days in New York (2012),,,"$38,360","$134,207",,"$145,735",,"$166,012","$21,379",,,,,,"$8,955",,,,,,,"$84,829","$1,020,582","$605,827",,"$12,709","$26,224",,,,,,,,,,,"$22,403",,,,,,,"$22,467",,,,"$480,413","$63,454",,,,,,,,"$15,002",,,"$182,175",,,,,,,"$24,587",,"$44,445","$305,138",,
1440741,,From Beginning to End (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,373",,,,,,,,
1726669,,Killer Joe (2011),,,,,,"$165,162",,"$64,592",,,,,"$4,240",,,,,,,,,"$15,281","$746,398",,,"$23,361",,,"$17,764",,,,"$269,614",,,,,,,,,,,,,,,,,,,,,,,,,,"$5,664",,,,,,,,,"$25,370",,"$22,157","$1,286,303",,
0455323,,Being Flynn (2012),,,,,,"$19,804",,,,,,,,,,,,,,,,,"$15,020",,,"$43,412","$52,171","$8,181",,,,,,,,,,,,,"$140,252","$30,713",,,,,"$34,467",,,"$48,858",,,,,,"$11,718",,,"$32,937",,,,,,,"$5,439",,,,,,,
1151923,,Rage (2009),,,,,,,,,,,,"$86,988",,,,,,,,,,,"$93,622",,,,,,,,,,,,,,,,,,"$80,239",,,,,,,,,,,,,,,,,,,,"$145,524",,,,,,,,,,,,
1839492,,Ruby Sparks (2012),"$96,442",,"$1,696,435","$18,496","$5,690","$119,237",,"$260,736",,"$44,213",,,,,,,"$2,540,106",,,,,,"$174,741","$91,450",,,"$154,011",,,,,,"$151,810",,,,,"$6,571",,,"$496,925","$78,429","$146,875",,,,,"$87,294",,"$58,911",,,,"$403,777",,"$88,427",,,"$36,897","$240,540","$230,338",,,,,,,"$76,293",,"$23,620","$1,259,703",,
1386703,,Total Recall (2012),"$790,506",,"$6,374,255","$754,600","$46,204","$1,278,600","$137,282","$5,718,383","$194,900","$468,505","$17,980,550","$1,252,154","$90,033",,"$307,358","$496,335","$58,877,969","$54,450","$272,753","$113,273",,"$293,145","$10,188,589","$5,652,894",,"$434,056","$1,003,241","$434,029","$65,292","$1,170,522","$2,735,994","$515,335","$1,555,330",,"$12,887,141",,,"$97,541",,"$2,445,993","$5,152,373","$1,174,249","$933,095","$235,565","$453,425",,"$906,910","$1,491,281","$701,289","$520,602",,,,"$12,871,471","$50,783","$1,872,506","$113,638","$54,739","$572,195","$7,987,541","$3,550,019","$992,342",,,,"$1,807,020",,"$1,527,393","$948,870","$880,783","$9,126,874","$68,563","$2,375,858"
1767272,,388 Arletta Avenue (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,548",,,,,,,,,,,,,,,"$12,159",,,,,,,,,,,,,,,,,
0418778,,Infection (2004),"$22,108",,,,,,,,,"$42,955",,,,,,,,,,,,,,,,,,,,,,,"$33,425",,"$6,609,556",,,,,,,,,,,,"$32,914",,,,,,,,,,,,,,,,,,"$235,806","$24,300",,,,,,,
1924394,,The Angels' Share (2012),"$59,682",,,"$165,694",,"$274,811",,"$181,510","$1,653",,,"$65,278",,,"$9,741","$501,255",,,,,,"$21,333","$3,744,840","$1,138,813",,"$126,666",,,,,,,"$1,583,350",,,,,,,,,"$183,204","$306,635",,"$62,532",,,,"$174,506","$2,328",,,,"$99,699","$6,062",,,"$8,279",,"$32,396","$875,237","$76,455",,,,,,"$12,450",,,"$3,028,569",$824,
1630637,,The Immature (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,858,834",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$184,750",,,,,,,,,,,,
1223934,,The Door (2009),,,,"$9,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,558",,,,,,,,"$108,804",,,,,
1235841,,Sidewalls (2011),"$306,679",,,"$15,989",,"$21,432",,"$539,325",,,,,,,,,,,,,,,,"$27,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,310",,,,,,,,,,,"$9,261",
1318025,,Hierro (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$543,330",,,,,,"$128,505",,,,,,,"$9,891",,,,,,,,,,,,,,,,,,,
0889665,,Steak (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$400,000",,,,,,,,,,,,,,,,,,,
2043931,,Neil Young Journeys (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,056",,
1436559,,"Love, Wedding, Marriage (2011)",,,,,,,,,,,,,,,,,,,,,"$14,870",,,,,,,,,,,,,,,,"$11,157",,"$5,377",,,,,,,,,,,"$6,481",,,,,,,,,"$137,015",,,,,,,"$13,196",,"$295,571",,"$30,230",,,
1074638,,Skyfall (2012),"$2,820,639",,"$83,886,634","$8,839,651","$577,196","$11,267,855","$245,684","$14,631,082","$822,476","$1,959,082","$59,330,000","$3,002,482","$1,009,090",,"$3,337,507","$15,872,425","$304,360,277","$378,484","$748,481","$824,903",,"$8,882,948","$60,127,766","$85,283,256",,"$5,806,892","$5,110,895","$2,364,419","$670,138","$10,949,569","$7,609,328","$4,818,973","$17,103,042",,"$32,497,509",,,"$976,280",,"$6,648,898","$9,927,335","$25,100,238","$6,374,782","$520,651","$13,828,717",,"$1,278,704","$3,665,705","$10,093,068","$3,485,114",,,"$8,600,000","$25,243,991","$415,941","$5,259,603","$1,029,907","$720,526","$3,978,051","$16,050,743","$13,772,898","$17,862,662",,,,"$3,847,723",,"$3,663,189","$2,508,384","$4,837,217","$161,176,369","$201,577","$2,158,102"
1132594,,Louise hires a contract killer (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,399",,,,,,,,,,,,,,,,,,,
1790886,,The Campaign (2012),"$149,981",,"$5,765,136","$65,287",,"$106,005","$19,446","$200,909",,"$39,547",,"$129,035",,,,,,,"$91,277","$39,940",,,"$429,232","$151,604",,"$185,314",,,"$76,591","$114,816","$70,520",,"$1,466,914",,,,,"$42,768",,,"$229,037","$132,571","$449,602",,"$1,612",,"$113,828","$229,854",,,,,,"$676,995",,"$211,957","$9,680",,"$165,188",,"$62,326","$262,691",,,,,,,"$130,055","$444,647","$3,807,651","$7,246","$213,810"
1990181,,Brake (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,943",,,
1535438,,Hope Springs (2012),"$1,994,550",,"$4,689,511","$1,528,889",,"$385,138","$3,797","$3,544,186","$71,640","$189,074",,"$294,174","$143,929",,"$291,486","$1,551,373",,"$1,544",,"$5,074",,"$335,597","$1,892,711","$8,180,176",,"$295,428","$186,791","$360,077","$59,185",,,,"$2,482,100",,"$307,874",,,"$44,969",,,"$864,054","$1,253,403","$1,093,199",,"$301,924",,"$172,229","$15,805","$1,965,612","$529,017",,,,"$516,414","$13,904","$188,994","$137,970","$88,885","$343,702","$207,024","$2,833,916","$602,638",,,,"$49,941",,"$101,402",,"$80,189","$6,527,288","$143,526","$180,517"
2125666,,The Queen of Versailles (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,707",,
0824330,,Female Agents (2008),,,"$185,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815799,,Beloved (2011),,,,,,"$54,937",,"$140,597",,,,,,,"$8,331",,"$137,515",,,,,,"$1,583,872","$55,975",,,"$42,027",,,,,,,,,,,,,,,,,,,,,,,"$11,069",,,,,,,,,,,,,,,,,,,,,"$21,889",,
1623288,,ParaNorman (2012),"$626,197",,"$3,989,201","$323,875",,"$662,891","$114,397","$2,127,388",,"$425,193",,"$1,249,866",,,"$166,435","$103,991",,,"$374,037","$74,289",,"$56,976","$2,201,007","$816,986",,"$115,624","$334,505","$68,254","$34,258",,,"$122,325","$1,949,297",,,,,"$28,386",,"$600,185","$8,001,187","$495,298","$309,376",,"$75,490",,"$1,015,207","$74,258","$241,210","$458,207",,,,"$3,118,091","$56,250","$538,497","$48,935","$19,800","$288,722",,"$3,103,471","$263,115",,,,,,"$366,939","$310,868","$358,503","$9,853,280","$40,703","$2,760,127"
2023453,,Diary of a Wimpy Kid: Dog Days (2012),,,"$8,452,341",,,,,"$868,059",,,,,,,,,,,,,,,"$1,818","$3,013,383",,,,,,,,,"$181,794",,,,,,,"$234,648",,,"$764,125",,,,,"$232,139",,,,,,,,"$443,034",,,"$251,654",,"$408,321",,,,,,,"$444,629",,,"$12,925,088",,
2025526,,War of the Arrows (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,571",,,,"$50,295,031",,,,,,"$16,859",,,,,,,
1728196,,Hara-Kiri: Death of a Samurai (2011),,,,,,,,,,,,,,,,,,,,,,,"$62,552",,,,,,,,,,,,"$5,237,269",,,,,,,,,,,,,,,,,,,"$18,664",,,,,,,"$39,985",,,,,,,,,,"$1,200",,
1405365,,Celeste & Jesse Forever (2012),,,,,,,,"$45,218",,,,,,,,,,,,,,,,"$167,052",,,"$79,868",,,,,,"$17,998",,,,,,,,,,"$8,234",,,,,,,"$4,754",,,,,,"$36,755",,,"$23,174",,,,,,,"$5,683",,"$89,750","$46,267",,"$21,409",,
1660302,,Our Children (2012),,,,,,"$252,652",,,,,,,,,,,,,,,,,"$343,707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,589",,,,,,,"$72,064",,,,,,,,,,,,
2097307,,Hit and Run (2012),,,"$422,578",,,"$103,385",,"$86,604","$56,158",,,,,,"$13,802",,,"$6,327",,,,,"$433,364",,,,"$34,789",,"$29,929",,,,,,,,,"$5,631",,,"$407,538","$296,945","$178,520",,,,,,,"$43,753",,,,"$289,584",,"$196,020","$35,863",,"$200,936",,,,,,,"$8,660",,"$57,327",,"$65,914","$93,720",,
1690455,,Dark Horse (2011),,,,,,,,,,,,,,,,,,,,,,,"$58,555",,,,,,,,,,,,,,,"$2,095",,,"$33,201",,,,"$4,233",,"$29,382",,,"$1,803",,,,"$15,269",,,,,,,,,,,,,,,,,"$26,384",,
2297164,,Doomsday Book (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$472,597",,,,,,,,,,,,,
1547234,,Premium Rush (2012),,,,,"$2,342","$24,055",,,"$110,583","$146,414",,,,,,,,"$17,429",,"$16,049",,,"$1,005,041","$253,437",,,,,,"$128,879","$1,722,989",,,,,,,"$50,078",,"$732,741","$899,300",,,"$46,196",,,,,,"$195,171",,,,,,"$715,000",,,"$243,240",,"$94,191","$3,228",,,,"$232,485",,,,"$487,418","$329,804",,
1462769,,The Odd Life of Timothy Green (2012),"$251,907",,,,,,,,,"$88,854",,"$135,728",,,,,,,,,,,,"$28,631",,,,,,,,,,,,,,,,,"$1,206,738",,,,,,,,,,,,,,,,,,,,"$70,123",,,,,,,"$25,122",,,"$1,644,431","$7,501",
1212450,,Lawless (2012),"$229,814",,"$2,126,979",,,"$201,112",,"$638,430","$53,152",,,"$75,893","$40,399",,"$87,304","$258,265","$37,400,127",,,"$29,891",,"$91,630","$3,388,544",,,"$34,179","$66,237","$60,049","$67,826",,,,"$181,299",,,,,"$36,798",,,,"$186,218",,,"$181,532",,,,"$130,544","$111,327",,,,"$1,851,209","$6,573","$16,490","$23,386",,"$92,775","$297,904",$48,"$201,216",,,,"$57,849",,"$61,608","$63,010","$196,448","$6,858,142",,
1134828,,Chameleon (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$568,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,379",,,,,,,,,,,,
1714203,,Piranha 3DD (2012),,,,,,,"$24,906",,"$9,191",,,,"$32,565",,"$20,075","$48,387","$376,512",,,,,"$7,040",,,,"$18,972","$328,233","$5,662","$6,598",,,,,,,,,"$49,760",,"$1,132,953",,"$61,457",,,,,,"$79,050","$142,853","$22,943",,,,"$2,584,708","$8,424","$153,370","$4,454",,"$84,775","$460,938",,,,,,"$371,952",,"$333,357",,,"$688,269",,
1603257,,ATM (2012),,,,,,"$4,626",,"$59,815",,,,,,,,,,,,,,,,,,,"$2,437",,,,,,"$230,654",,,,,"$29,558",,,,"$94,250",,,,,,,,"$15,047",,,,"$122,757",,"$3,610",,,,,,,,,,"$64,753",,"$100,439",,"$190,796",,,
2125608,,Searching for Sugar Man (2012),,,"$717,377","$25,180",,,,,,,,"$58,430",$464,,,"$159,239","$3,696,196",,,,,"$29,072",,,,,"$171,829",,,,,,,,,,,"$13,464","$11,191",,"$95,159",,"$324,593",,"$62,867",,,,"$389,746","$24,940",,,,,,,,,,"$163,810","$1,085,246","$1,749,108",,,,,,"$4,139",,$619,"$597,693",,
0431021,,The Possession (2012),"$1,212,082",,,"$317,703",,"$388,195","$170,652","$2,823,230",,"$384,047",,,"$60,090",,"$135,623","$162,705",,,"$152,767","$130,279",,,"$2,872,245","$1,091,732",,,"$425,296","$55,983","$10,607",,,,"$2,107,294",,,,,"$44,383",,"$1,163,518","$3,855,521","$880,137",,,,,"$414,622",,"$545,890","$89,577",,,,"$3,079,881",,"$570,108","$57,508",,"$65,043",,"$2,768,294",,,,,"$396,480",,"$178,642",,,"$5,319,903","$58,838",
1907779,,The Dinosaur Project (2012),,,,,,,"$14,491","$313,897",,,,,,,,,,,,,,,,,,,,,,,,,"$286,439",,,,,,,"$770,203","$270,473",,,,,$249,"$133,827",,,,,,,"$134,486",,"$210,533",,,,,,,,,,"$255,401",,,,,"$22,577",,
