imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Jordan,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
3451230,,High Strung (2016),,,,,,,,,,,,,,,"$53,447",,,,,,"$971,166",,,,,,,,,,"$894,427",,,,,"$43,632",,,,,,,,,,,,,,"$22,586",,,,,"$14,857",,,"$56,369","$9,274",,,,,,,"$5,681",,,"$22,286",,,,
5597408,,Time Renegades (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,252,936",,,,,,,,,,,,,,
5644726,,Phantom Detective (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,837",,,,,,,,,,,,,,,,,,,"$9,682,304",,,,,,,,,,,,,,
4864932,,Baaghi (2016),,"$54,946",,,,,,,,,,,,,,,,,,,,,,,,,,"$10,591,237",,,,,,,,,,,,"$32,260",,"$9,058",,,,,,,,,,,,,,,,,,,,,,,,,$263,,,"$141,868",,,
5112622,,Cold War 2 (2016),,"$370,515",,,,,,,,"$102,197,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,663",,,,,,,,,,,,,,,,,,,"$7,025",,,,,,,,,,,"$14,209",,,
3367294,,Compadres (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,225,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290882,,Detective Chinatown (2015),,"$106,304",,,,,,,,"$125,112,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,949",,,,,,,,,,,,,,,"$125,773",,,,,,,,,,,,,,,"$8,425",,,
3679060,,Dishoom (2016),,"$73,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,471",,"$16,478",,,,,,,,"$3,267",,,,,,,,,,,,,,,,,,,,"$354,916",,,
5815940,,Gentleman (2016),,"$26,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824308,,God's Not Dead 2 (2016),"$22,720","$150,211",,,"$33,123","$1,491,461",,,"$47,066",,"$113,976",,,,,"$100,591","$60,074",,,,,,,,,,,,,,,,,,"$1,141",,,"$431,943",,"$48,849","$4,328",,,,,"$25,947","$112,013",,"$334,658",,,,,,,,,"$107,524","$231,688",,,,,,,,,,,"$39,109",,"$13,191",
4008606,,Hockney (2014),,,,,,,,,,,,,,,"$120,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$102,753",,,,,,,,,,,"$252,346",,,
4559046,,Housefull 3 (2016),,"$273,088",,,,,,,,,,,,,,,,,,,,,,,,,,"$15,070,245",,,,,,,,,,,,"$211,165",,"$20,653",,,,,,,,"$6,769",,,,,,,,,,,,,,,,,,,,"$105,588",,,
5071886,,Kabali (2016),,,,,,,,,,,,,,,,,,,,,"$70,188",,,,,,,,,,,,,,,,,,,,,"$28,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$387,262",,,
4744086,,Ki & Ka (2016),,"$74,343",,,,,,,,,,,,,,,,,,,,"$7,441",,,,,,,,,,,,,,,,,,"$44,266",,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,283",,,"$166,462",,,
5481184,,League of Gods (2016),,"$138,662",,,,,,,,"$42,682,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,710",,,,,,,,"$14,336",,,,,,,,,,,"$34,754",,,,,,,"$397,645",,,,"$25,535",,,
3859980,,Mohenjo Daro (2016),,"$89,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,383",,"$10,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$228,462",,,
4939066,,Battle for Incheon: Operation Chromite (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,465,302",,,,,,,,,,"$261,268",,,,
4937156,,Our Last Tango (2015),,,,,,,,,,,,,,"$46,898","$100,086",,,,,,"$155,903","$161,651",,,,,,,,,,,,,,,,,,"$7,972",,,,,,,,,,"$4,300",,,,,,,,,"$33,375",,,,,,,,,,,"$1,465",,,
5503266,,Spirits' Homecoming (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,508",,,,,,,,,,,,,,,,,,,"$23,724,093",,,,,,,,,,,,,,
5519566,,The First Monday in May (2016),,"$282,592",,,,,,,,,"$27,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$125,221",,,,,,,,,,,,,"$7,589",,,,,,,,,,,,,,,,"$4,584","$97,817",,,
2392830,,A Quiet Passion (2016),"$118,572","$646,439",,,,,"$5,986",,,,,,,,,,,,,,"$379,517",,,,,,,,,,"$353,130",,,,,,,,,,,,,,,,,,,,,,,,,,"$5,782",,"$19,110","$336,723",,,,,,,,,,"$419,974","$8,617",,
4082524,,Chosen (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$253,,,
3503406,,The Whole Truth (2016),,,,,"$6,586","$90,038",,,,,"$101,502",,,,,,,,,,,,,,,,,,,,,,,,,,,"$763,488",,,,,,,,"$7,410",,,,,,,,,,,,,,,,,,,,,,,,,"$34,780",,
4074364,,The Model (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,825",,,,,,,,,,,,,,,,,,,,
3721936,,American Honey (2016),,"$45,829",,,,,,,,,,,"$12,339",,"$663,246",,,,,,"$233,490","$305,809",,,,,,,,,,,,"$8,195",,,,,"$156,671",,,"$100,843",,,,,,,,"$9,289",,,,,,"$2,587","$2,522",,"$56,920","$14,088","$35,815","$42,115",,,,,"$24,774",,,"$1,174,395",,,
2106537,,Matru Ki Bijlee Ka Mandola (2013),,"$66,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,871",,,"$33,924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0809533,,Las 13 rosas (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,881,072",,,,,,,,,,,,,
5337758,,"Hieronymus Bosch, Touched by the Devil (2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781612,,Imperium (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,259",,,,,,,,,,,,,,,,,,,,
3137630,,David Brent: Life on the Road (2016),,"$515,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$163,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375789,,Race 2 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,367,468",,,,,,,,,"$51,095",,,"$120,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,412,528",,,
1069235,,Marcello Marcello (2008),,,,,,,,,,,,,,,,,,,,,,"$167,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$397,378",,,,,,,,,,,
0415147,,Marock (2005),,,,,,"$19,349",,,,,,,,,,,,,,,"$405,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369047,,Horses of God (2012),,,,"$55,725",,,,,,,,,,,"$14,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,735",,,,,,,,,,,,,
5078326,,Irreplaceable (2016),"$147,252","$514,878",,"$267,378",,,,,,,"$53,980",,,,,,,,,,"$11,272,162",,,"$75,833",,,,,,,"$827,942",,,,,,,,"$287,392","$154,189",,,,,,,,,,"$46,115",,,,,,,,,,"$1,187,841",,,"$285,176",,,,,,,"$2,280",,,
1068632,,Agathe Cléry (2008),,,,"$305,117",,,,,,,,,,,,,,,,,"$9,690,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,012",,,,,,,,,,,,,,,,,,
1046198,,I'm Staying (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$783,600",,,,,,,,,,,,,,,,,,,,
1781827,,Hands of Stone (2016),"$23,525",,,,"$8,017",,"$22,178",,,,"$5,074",,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,257",,,,"$12,092",,,,,,,,"$8,364",,"$44,658",,,,,,"$1,936","$8,537",,,,,,,,"$5,122",,"$105,801",,,,
4238858,,The Fits (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,106",,,
0979891,,Hattrick (2007),,"$6,345",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,820,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,090",,,
4262980,,Shin Godzilla (2016),,"$84,090",,,,,,,,,,,,,"$1,918,403",,,,,,,,,,,,,,,,,"$75,403,349",,,,,,,,"$15,880",,,,,,,,,,,,,,,,,,,"$36,915","$8,031",,,,,,"$322,061",,,"$100,898",,,,
3450900,,The Sea of Trees (2015),,,,,,,,,,,,,,,"$20,444",,,,,,"$128,822",,,,,,,,,,"$643,421",,,,,,,,"$39,317",,,,,,,,,,,"$3,833",,,,,,,,,"$52,177",,,,,,,,"$18,981",,,,,,
5311514,,Your Name. (2016),"$43,648","$965,973",,,"$2,347",,,,,"$83,678,210","$6,316",,,,"$5,017,246",,,,,"$215,054","$1,412,916","$938,042",,,,,,,,,,"$233,794,134",,,,,,"$434,144","$173,331","$128,940",,"$120,823",,,,,,,,,,,"$596,839",,,,,,"$48,604,503","$425,859",,,,,,"$1,222,693","$18,096","$11,008",,"$466,772",,,
5004766,,Birdboy: The Forgotten Children (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,059",,,,,,,,,,,,,
2901548,,The Rooftop (2013),,,,,,,,,,"$18,990,000",,,,,,,,,,,,,,,"$176,153",,,,,,,,,,,,"$309,520",,,,,,,,,,,,,,,,,,"$271,724",,,,,,,,,,,,,,,,,,
0845448,,Dhamaal (2007),,"$32,816",,,,,,,,,,,,,,,,,,,,,,,,,,"$10,393,150",,,,,,,,,"$11,488",,,,,,,,,,,,,,,,,,,,,"$8,996",,,,,,,,,,,,"$464,752",,,
3596952,,Wondrous Boccaccio (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$579,198",,,,,,,,,,,,,,,,,,,"$4,206",,,"$28,115",,,,,,,"$50,074",,,,,,,,,,,,,
0351795,,Ripoux 3 (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$127,345",,,,,,,,,,,,,,,,,,,,
4636046,,Nahid (2015),,,,,,"$38,192",,,,,"$21,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344678,,Himmatwala (2013),,"$64,780",,,,,,,,,,,,,,,,,,,,,,,,,,"$7,948,229",,,,,,,,,,,,"$45,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$314,893",,,
1572311,,Tees Maar Khan (2010),,"$267,680",,,,,,,,,,,,,,,,,,,,,,,,,,"$11,227,520",,,,,,,,,"$40,957",,,"$94,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$975,169",,,
1830786,,Rascals (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,992",,,"$13,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$351,078",,,
0476550,,God Tussi Great Ho (2008),,"$37,255",,"$2,582",,,,,,,,,,,,,,,,,,,,,,,,"$4,381,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,555",,,,,,,,,,,,"$205,914",,,
2166214,,Khiladi 786 (2012),,"$70,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,488",,,"$51,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$308,683",,,
1573072,,Housefull (2010),,"$233,701",,,,,,,,,,,,,,,,,,,,,"$8,965",,,,,,,,,,,,,,"$38,316",,,"$54,744","$12,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$808,480",,,
1918965,,Murder 2 (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,849,848",,,,,,,,,"$6,742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$162,759",,,
2429640,,Murder 3 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586118,,The Ardennes (2015),,,,"$1,355,004",,,,,,,,,,,,,,,,,,,,,,,"$1,333",,,,,,,,,,,,,,,,,,,,,,"$1,366",,,"$2,218",,,,,,,,,,,,,,,,,,"$1,320",,,
2177827,,The Search (2014),,,,,,,,,,,,,,,,,,,,,"$341,127",,,,"$23,726",,,,,,"$59,954",,,,,"$2,633",,,,,,,,,,,,,,,,,,,,,,,"$7,517",,,,,,,,,,,,,,
3505754,,Bachelors (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,081",,,,,,,,,,,,,,,,"$15,446",,,,
5910280,,Tunnel (2016),,"$51,477",,,,,,,,,,,,,,,,,,,"$487,005",,,,,,,,,,,,,,,,,,,"$25,809",,,,,,,,,,,,,,,,,,,"$51,299,527",,,,,,,,,,,"$11,601",,,
1825731,,Just Call Me Nobody (2010),,,,,,,,,,"$23,668,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468634,,Certain Women (2016),,"$4,563","$5,110",,,,,,,,,,,,,,,,,,"$371,044",,,,,,$309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,650",,,
4771932,,The Happiest Day in the Life of Olli Maki (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,038",,,,,,"$8,836",,,,,,,,,,,,,,
5221584,,Aquarius (2016),"$142,149",,,,,"$1,271,543",,,,,"$8,767",,,,,,,,,,"$1,012,483",,,"$15,442",,,,,,,"$78,992",,,,,,,,,"$41,472",,,,,,,,,,"$68,831",,,,,,,,,,"$100,539",,,,,,,"$5,086",,,"$30,610","$24,133",,
2231630,,Before the Winter Chill (2013),,,"$8,692","$255,185",,"$93,347",,,,,,,,,,,,,,"$107,072","$2,108,550","$68,791",,,,,,,,,,,,,,,,"$43,850","$239,373",,,"$109,902",,,,,,,,,,,,,,,,,,"$349,447",,,,,,,,,,"$128,989","$12,901",,
3958780,,Equity (2016),,"$14,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,778",,,$544,,,,,,,,,"$31,711",,,
4621016,,Ingrid Bergman: In Her Own Words (2015),,,,,,,,,,,,,,,,,,,,"$64,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,482",,,,,,,,,,,"$5,118",,,
5069168,,David Lynch: The Art Life (2016),"$15,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,714",,,,,,,,,,"$11,084",,,"$53,658",,,,,,,"$21,927",,,,,,,"$5,219",,,"$30,160",,,
2119532,,Hacksaw Ridge (2016),"$866,535","$6,490,019",,"$533,118","$93,176","$1,180,620","$22,551",,"$135,254","$62,124,942","$254,976","$284,988","$302,129","$634,115",,,,,"$77,400","$432,223","$3,814,001",,,"$258,487","$2,118,421","$390,159","$67,647","$33,629","$772,733","$579,137","$3,792,996","$2,482,122",,"$35,100",,"$255,858",,"$1,992,607","$1,380,213","$623,504",,"$412,725",,,,"$31,382",,,"$1,533,061","$959,435",,"$398,779","$1,298,342",,"$91,966","$136,176","$58,123","$420,091","$1,143,806","$2,386,289","$800,172",,,,"$3,638,467","$119,733","$130,307",,"$1,541,002","$6,137,782","$87,723",,
2086830,,The King of Pigs (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$123,341",,,,,,,,,,,$727,,,
0477323,,It Doesn't Hurt Me (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$909,595",,,,,,,,,,,,,,,,,,,,
4213806,,Toro (2016),,,,,,,,,,,$578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922692,,"Kiki, Love to Love (2016)","$21,816","$180,670",,,"$7,166",,,,,,"$21,137",,,,,,,,,,,,,"$4,740",,,,,,,"$336,351",,,,,"$4,755",,,"$16,588",,,,,,,,,,,"$26,717",,"$7,342","$30,488",,,"$27,090",,,,"$6,840,205",,,,,,,,,,,"$13,767",,
2032572,,USS Indianapolis: Men of Courage (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$342,778",,,,,,,,,,,,,,,,,,,,
4771956,,Devil's Bride (2016),,,,,,,,,,,"$32,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352561,,Marathon (2002),,,,,,,,,,,,,,,"$1,703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,296",,,,,,,,
2513074,,Billy Lynn's Long Halftime Walk (2016),,"$77,970",,"$4,357",,,,,,"$23,761,008",,,,,,,,,,,"$73,634","$130,531",,,"$334,457",,,"$45,223","$160,243",,"$49,906",,,,,,"$119,261",,,,,,,"$2,714",,,,"$57,315",,,,,,,"$155,298",,,"$3,172",,"$10,972",,,,,"$3,253,889","$35,947",,,,"$35,579",,,
1540011,,Blair Witch (2016),"$503,811","$1,518,340","$342,797","$388,415","$84,573","$3,235,545","$64,485",,"$683,630",,"$678,803","$56,112",,"$153,355",,,"$201,524","$39,971","$41,160","$129,698","$1,496,332","$1,755,961",,"$76,030","$62,351",,"$11,104",,"$140,240",,"$885,520","$97,725",,"$24,590","$30,820","$61,139","$299,664","$2,104,187","$469,215","$278,064",,"$249,210",,"$12,964","$47,507","$8,720","$592,203","$528,945","$614,321","$93,989",,,"$891,192","$20,491","$124,632",,,"$62,792","$312,205","$468,715","$365,013","$174,856",,,"$10,597","$130,445","$148,263","$49,495","$198,925","$2,940,039","$30,396","$151,140",
3714720,,The Hollars (2016),,,,,,,,,,,,,,,,,,,,,,"$72,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,199",,"$37,931",$560,,,,,,,,,,,,
4160256,,Olmo & the Seagull (2015),,,,,,"$4,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531318,,The Beatles: Eight Days a Week - The Touring Years (2016),,"$1,633,620","$35,892","$28,566",,,,,,,,,"$30,069",,"$2,930,414",,,,,"$50,217","$349,879","$242,928",,"$10,282",,,"$9,580",,,,"$1,126,252","$830,305",,,,,,,"$114,014","$206,263",,"$14,781",,,,,,,,"$32,675",,,,,,"$19,476","$9,881",,"$116,696","$494,330","$219,926","$155,881",,,,,,,"$9,326","$2,934,941",,,
4776998,,The Promise (2016),"$136,945","$410,493","$18,332","$52,901",,"$144,010",,,,,,"$21,970",,,,,,"$11,866","$5,161",,"$372,952","$100,530",,"$218,655",,"$13,488",,,,,,"$88,752","$19,666","$1,954","$207,904","$5,247",,"$62,402","$128,970",,,,"$4,324",,,,,,"$78,247","$22,357","$7,863",,"$653,721",,"$9,448",,,"$31,169",,"$505,415","$80,875","$17,110",,,,"$3,596",,"$16,242","$74,135","$654,867","$17,463",,
4669986,,Loving (2016),,"$488,591",,,,,,,,,,,,,,,,,,,"$2,159,317","$228,878",,,,,,,,,"$361,432",,,,,,,"$7,308","$12,730","$65,193",,,,,"$12,484",,,,,,,,,,,,,"$3,444","$68,448","$312,907",,,,,,,,,"$7,108","$1,119,821",,,
2693580,,Miss Stevens (2016),,,,,,,,,,,,,,,"$4,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$133,924",,,,,,,,,,,,,,
4666726,,Christine (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,940",,,
3835080,,31 (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,599",,,,,,,,,,,,,,,,,,,,
5937770,,Tell Me How I Die (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,079",,,,,,,
4695548,,Bad Cat (2016),"$7,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,973",,,,,,,,,,,,,,,,,"$1,592,506",,"$49,206",,,,
3652526,,Fire at Sea (2016),"$11,506",,,,,"$8,752",,,,,"$21,485",,,,,,,,,,"$108,902",,,"$14,580",,,,,,,"$772,498",,,,,,,,"$52,938",,,,,,,,,,,"$6,306",,,"$14,968",,,,,,,"$24,168",,,,,,,"$2,636",,,"$18,705",,,
5324364,,Solo (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,760,138",,,,,,,,,,,,,,,,,,,,,,"$30,428",,,,,,,,,,,,,,,,,,,,
4647784,,The Confessions (2016),"$39,335",,,,,,,,,,"$32,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794028,,From the Land of the Moon (2016),"$40,281",,,"$118,547",,"$109,535",,,"$5,747",,"$82,061",,,"$20,810",,,,,,"$51,667","$4,718,885","$123,740",,"$51,192","$14,686",,,,,,"$268,750","$102,554",,,,,,,"$20,212","$22,054",,,,,,,,,"$17,863","$32,014",,,"$144,097",,,"$8,031","$5,964",,,"$152,981","$63,282","$235,090",,,,,"$10,764","$19,225",,"$31,105","$11,661",,
4699534,,We Need to Talk (2016),,,,,,,,,,,"$26,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0399040,,My Girl (2003),,,,,,,,,,,,,,,,,,,,,,,,,"$59,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$571,"$3,370,000",,,,,,,
2679552,,I.T. (2016),,,,,"$20,180","$493,330",,,,"$868,323","$92,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$123,154",,,,,,,,,,,,,,,,,,,,
3330764,,The Neighbor (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$117,029",,,,,,,,,,,,,,,,,,,,
1080716,,The Karamazov Brothers (2008),,,,,,,,,,,,,"$297,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457020,,El Jeremías (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,889,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680196,,Planetarium (2016),,,,,,,,,,,$507,,,,,,,,,"$4,795","$470,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,826",,,"$51,922",,,,,,,,,,,,,,"$11,127",,,,,,
3416532,,A Monster Calls (2016),"$111,563","$117,568","$83,970","$206,182","$51,353","$96,026","$6,689",,"$45,287","$2,109,658","$85,780","$15,819","$15,525","$35,957",,"$1,112","$96,866","$14,914","$13,931","$32,647","$469,618","$465,300",,"$36,509","$181,010","$15,005","$4,602","$42,447","$195,305","$20,091","$61,206","$340,582",,"$9,836","$31,638","$11,407","$120,980","$1,520,054","$99,665",,,"$25,982",,,"$9,131","$5,282","$223,390","$254,026","$177,027","$33,692",,"$52,757","$652,769",,"$127,889",,,"$35,411","$618,645","$28,167,834","$10,098","$73,708",,,"$291,555","$263,615","$8,792","$64,675","$221,627","$3,552,299","$1,560",,"$53,824"
2543164,,Arrival (2016),"$578,829","$6,164,359","$699,433","$902,679","$121,960","$2,814,789","$146,568",,"$506,089","$15,884,890","$368,883","$193,812","$764,767","$1,318,740","$100,546,139",,"$153,943","$77,696","$175,285","$798,387","$6,518,552","$5,750,435",,"$410,081","$1,124,259","$723,067","$135,789","$631,346","$1,165,878","$507,280","$3,112,114","$5,342,886",,"$116,224","$115,354","$197,063","$769,021","$2,087,682","$1,180,385","$1,011,049",,"$873,931",,,,"$25,235","$429,392","$235,862","$1,009,937","$408,028",,"$546,407","$4,403,096",,"$851,069","$310,919","$65,980","$203,158","$4,662,755","$5,011,815","$1,656,254","$865,430",,,"$877,112","$1,085,592","$883,881","$502,195","$1,145,410","$11,784,140","$90,681","$145,765","$249,407"
4857878,,Rumbos (2016),,,,,,,,,,,"$6,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953762,,"I, Olga Hepnarova (2016)",,,,,,,,,,,,,"$214,547",,,,,,,,,,,$821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,838",,,,,,,,,,,,,,"$1,260",,,
4624424,,Storks (2016),"$3,238,388","$6,170,908",,,"$872,869","$5,448,039","$296,106",,,"$11,461,078","$2,302,686",,"$357,835",,"$72,800,603",,,,,"$415,853","$7,164,637","$516,439",,"$602,329","$352,000","$385,485","$221,488",,"$551,000",,"$1,413,945",,,,,"$240,711",,"$1,211,748","$1,504,788","$1,018,243",,"$843,534",,,,"$64,081",,,"$2,277,744","$740,214",,"$613,390","$4,900,684",,,"$420,082","$106,737","$443,459","$366,291","$6,704,057",,,,,,"$257,954","$780,004","$712,501","$1,147,530","$8,587,514","$202,760",,
5294966,,After the Storm (2016),"$38,261",,,,,,,,,,"$31,568",,,,,,,,,,"$815,129",,,,,,,,,,"$171,571","$3,120,206",,,,,,,"$68,743","$24,944",,,,,,,,,,,,,,,,,,,"$672,818","$139,214",,,,,,,,,,"$28,300",,,
5253294,,Penny Pincher! (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$404,890",,,,,,"$42,935",,,,,,,,,,,,,,
4466490,,Sieranevada (2016),"$53,733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011183,,Pastorela (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,017,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
